text,intents
show me all flights from san francisco to boston philadelphia or baltimore,flight
give me a flight from newark to tampa on friday,flight
show me all flights from new york to miami leaving on a tuesday and show me all flights from miami to new york leaving on sunday,flight
i need to go from boston to atlanta and back in the same day find me the earliest flight from boston,flight
does us air fly from dc to dallas,flight
all flights from boston to washington dc on november eleventh,flight
i need a flight tomorrow from columbus to minneapolis,flight
how many flights does twa have in business class,quantity
what is the latest flight between washington and boston,flight
show me flights from tampa to st. louis leaving before 10 am,flight
what flights go from dallas to san francisco before 6 o'clock sunday afternoon,flight
does continental fly from denver to san francisco,flight
i want to go from boston to washington on monday morning,flight
please give me flights from atlanta to boston on wednesday morning and thursday afternoon,flight
i would like to fly from atlanta to san francisco with a stopover in dallas,flight
what flights are there arriving in chicago on continental after 11 pm,flight
okay tell me what the earliest flight is that leaves between atlanta and denver,flight
which airline has the most business class flights,airline
all flights from pittsburgh to philadelphia that arrive at 6 o'clock next tuesday,flight
what is fare code q,abbreviation
i 'd like information on flights between philadelphia and san francisco with a stop in dallas,flight
please show me all airlines with sunday flights from philadelphia to denver,airline
what flights are there from baltimore to newark,flight
does american airlines fly from atlanta to philadelphia,flight
which transcontinental flight on united airlines from boston to dallas makes a stopover in philadelphia,flight
please tell me the type of aircraft used from atlanta to denver before 12 o'clock noon,aircraft
information on flights from boston to washington,flight
one way flights from ontario to tacoma leaving before 10 am on any day and first class,flight
show me flights from atlanta to baltimore,flight
what are the evening flights from atlanta to baltimore,flight
what type of aircraft is used on american airline flight 315,aircraft
what flights go from baltimore to newark wednesday morning,flight
is there a flight between oakland and boston with a stopover in dallas fort worth on twa,flight
show me all flights from san francisco to atlanta,flight
is the american flight 813 from boston to oakland a flight that goes straight through from boston to oakland without stopping at another city,flight
please show me airlines with flights from denver to boston with stop in philadelphia,airline
give me the flights from indianapolis to orlando on december twenty seventh and twenty eighth,flight
give me a flight from philadelphia to denver on sunday,flight
